fixed acidity,citric acid,residual sugar,sulfur dioxide,density,pH,alcohol,quality
6.7,0.49,1.4,114,0.9914,2.92,10.8,7
8.1,0.46,15.4,177,1.0004,3.27,9,4
6.5,0.37,1,114,0.9911,3.41,11.5,8
7.8,0.56,1,84,0.9938,3.25,10.8,5
8.8,0.34,5.9,128,0.9927,2.95,11.8,6
7.9,0.33,1.2,72,0.9922,3.12,10.5,7
7.1,0.38,1.2,124,0.9924,3.14,9.9,6
7.8,0.18,6.7,160,0.9963,3.2,9.8,6
7,0.3,6.5,87,0.9936,3.4,11.4,7
6.8,0.29,8.9,188,0.9955,3.3,10.3,6
6.2,0.32,8.8,224,0.9961,3.17,8.9,5
7,0.3,6.5,87,0.9936,3.4,11.4,7
7.3,0.37,1.8,156,0.992,3.11,11.1,6
6.2,0.2,6.6,170,0.9944,3.36,10.4,6
6.4,0.2,5.7,117,0.9944,3.33,10.1,5
7.6,0.34,18.35,197,1.0008,3.22,9,5
7.2,0.28,14.4,205,0.9986,3.12,9,7
7.2,0.28,14.4,205,0.9986,3.12,9,7
7.3,0.33,17.85,195,1,3.06,9.1,7
7.2,0.28,14.4,205,0.9986,3.12,9,7
7.4,0.37,9.4,147,0.9982,3.46,10,5
7.3,0.33,17.85,195,1,3.06,9.1,7
7.1,0.25,1.3,123,0.9915,3.27,11.4,6
9,0.3,1.5,175,0.9951,3.11,9.7,4
7.2,0.28,14.4,205,0.9986,3.12,9,7
7,0.3,4.2,213,0.9927,3.28,11.8,6
6.7,0.22,8.6,198,0.9955,3.25,10.2,5
7.7,0.32,1.4,150,0.9952,3.37,9.2,6
7.2,0.33,3,132,0.9928,3.25,11,6
8.5,0.36,14.9,190,0.9982,3.08,10,6
6.9,0.3,2,190,0.9914,3.32,12.2,6
7,0.3,4.2,213,0.9927,3.28,11.8,6
6.3,0.29,2.2,175,0.9918,3.38,11.6,6
6.7,0.3,1.8,121,0.9944,3.44,10.2,6
7.9,0.36,11.1,208,0.9969,3.14,10.3,5
6.5,0.19,4.2,114,0.9955,3.25,8.6,4
6.7,0.42,6.4,151,0.9954,3.16,9.6,5
6.7,0.42,6.4,148,0.9955,3.16,9.6,5
6.6,0.31,1.5,127,0.9921,3.41,11.3,6
6.4,0.22,1.5,157,0.9934,3.41,9.9,6
6.8,0.29,16.95,179,0.9998,3.45,9.6,5
6.8,0.3,13.6,180,0.9984,3.44,9.8,5
8.1,0.24,1.6,67,0.9924,3.08,10.5,5
7,0.3,6.1,120,0.9939,3.24,10.8,5
7.9,0.37,3,178,0.995,3.22,10,6
6.6,0.27,6.2,136,0.9957,3.3,10.1,6
6.5,0.34,1.6,148,0.9912,3.32,11.5,8
7,0.31,6,108,0.9939,3.26,10.8,6
6.8,0.32,1.5,142,0.9921,3.1,9.9,6
9.3,0.33,1.7,178,0.9954,3.16,9,4
5.8,0.27,1.8,69,0.9933,3.38,9.4,6
7.6,0.39,2.6,180,0.9941,3.46,10.8,7
8.2,0.48,2.7,190,0.995,3.5,10.9,7
6.5,0.34,1.6,148,0.9912,3.32,11.5,8
7,0.3,5,122,0.9945,3.47,10.5,6
6.9,0.22,4.6,152,0.9952,3.29,9.3,6
7,0.32,6.4,97,0.9924,3.23,11.8,6
7.6,0.44,14.5,212,0.9986,3.48,10,6
7.5,0.33,6.7,138,0.9939,3.2,11.4,6
9.2,0.3,1.1,99,0.9929,2.94,10.4,6
8.7,0.46,13.8,198,0.9988,3.36,9.5,6
6.6,0.04,2.5,111,0.9906,3.14,11.9,5
8.1,0.31,1.1,123,0.9914,2.99,11.1,6
6.9,0.3,9.6,185,0.9978,3.39,9.6,6
8,0.36,4.6,178,0.9928,3.29,12,6
6.1,0.23,3.1,104,0.9948,3.14,8.7,5
6.9,0.3,9.6,185,0.9978,3.39,9.6,6
7.5,0.38,1.8,101,0.9946,3.24,10,5
8.4,0.29,1.05,55,0.9908,2.91,11.4,4
6.6,0.47,6.5,150,0.9954,3.14,9.6,6
7.7,0.4,2,152,0.9906,3.18,12.9,6
6.3,0.23,14.9,142,0.99705,3.14,9.7,6
8.3,0.36,10,169,0.9982,3.23,9.3,6
6.1,0.31,12,238,0.9977,3.16,8.6,5
7.5,0.29,4.8,87,0.994,3.14,9.9,5
8.3,0.36,10,169,0.9982,3.23,9.3,6
8,0.24,1.2,102,0.9929,3.28,10.9,5
6.1,0.27,1.5,135,0.9924,3.2,10.2,6
7.4,0.3,10.4,174,0.9966,3.11,9.7,6
6.7,0.28,2.5,153,0.9921,3.38,11.4,7
6.1,0.44,12.3,197,0.9967,3.24,9.5,6
7.4,0.25,1.4,141,0.9934,3.42,10.2,7
6.4,0.28,2.2,93,0.9914,3.31,11.1,6
6.3,0.23,14.9,142,0.99705,3.14,9.7,6
6.7,0.25,8,202,0.9961,3.22,9.3,5
6.9,0.23,8.6,215,0.9967,3.17,8.8,5
6.4,0.19,5.4,181,0.99435,3.31,10.2,6
8,0.28,5.7,124,0.9948,3.16,10.2,6
6.4,0.27,1.5,98,0.9916,3.46,11,7
7.3,0.3,10.9,112,0.997,3.4,9.6,6
6.7,0.25,8,202,0.9961,3.22,9.3,5
6.9,0.23,8.6,215,0.9967,3.17,8.8,5
6.6,0.26,7.7,209,0.9961,3.17,8.8,5
7.4,0.22,1.7,179,0.9955,3.28,8.9,5
6.6,0.07,1.4,144,0.9922,3.17,10,5
7.7,0.28,4.5,102,0.9918,3.16,12.2,7
7.8,0.26,9.9,181,0.9955,3.04,10.9,6
6.5,0.26,1.4,141,0.9941,3.34,9.5,6
7.8,0.26,9.5,178,0.9955,3.04,10.9,6
7.8,0.26,9.9,181,0.9955,3.04,10.9,6
6.9,0.28,3,99,0.9924,3.16,10.8,6
6.6,0.35,14,163,0.999,3.56,9.8,5
6.5,0.26,1.4,141,0.9941,3.34,9.5,6
6.4,0.36,1.8,150,0.9922,3.42,11,8
6.4,0.36,1.8,150,0.9922,3.42,11,8
8.4,0.31,5.4,150,0.9953,3.24,9.8,5
6.1,0.37,1.8,200,0.9945,3.49,10.5,4
8.5,0.26,9.25,142,0.9945,3.05,11.4,6
8.7,0.4,1.5,100,0.9957,3.27,10.1,6
6.7,0.29,6.8,127,0.9932,3.33,11.6,7
8.5,0.26,9.25,142,0.9945,3.05,11.4,6
7.4,0.26,2.6,115,0.9913,3.07,11.8,7
7.2,0.3,2.1,158,0.9909,3.33,12.1,7
8.2,0.29,7.6,122,0.9939,3.16,12,5
7.8,0.24,1.6,189,0.991,3.08,12.1,7
6.4,0.24,1.6,117,0.9943,3.36,9.3,5
7.8,0.36,1.4,153,0.993,3.2,10.4,6
7.4,0.31,17.95,187,1.0002,3.27,9.1,5
6.6,0.24,2,120,0.9946,3.32,9.4,5
6.7,0.41,6.3,149,0.9953,3.16,9.6,6
7.1,0.32,1.4,126,0.9918,3.19,12,5
6.9,0.27,9.05,128,0.9936,3.27,11.3,8
6.8,0.29,15.4,173,0.9984,3.06,8.7,6
6.4,0.21,7.1,162,0.9956,3.39,9.9,6
7.6,0.22,10.2,191,0.9966,3.08,9.3,6
6.8,0.29,15.4,173,0.9984,3.06,8.7,6
6.4,0.21,7.1,162,0.9956,3.39,9.9,6
7.6,0.22,10.2,191,0.9966,3.08,9.3,6
7.5,0.39,12.4,119,0.9974,3.16,9.4,5
7.6,0.2,3.4,116,0.9944,3.15,9.4,5
8.8,0.43,15,184,1.0008,3.28,8.8,6
7.5,0.39,12.4,119,0.9974,3.16,9.4,5
8.8,0.43,15,184,1.0008,3.28,8.8,6
6.6,0.21,1.5,184,0.9928,3.18,9.9,6
7.6,0.2,3.4,116,0.9944,3.15,9.4,5
5.6,0.24,4.8,72,0.9908,3.29,12.6,6
7.2,0.38,1.2,110,0.9917,3.19,11.1,6
8.2,0.29,4.1,100,0.9911,3,12.8,7
6.8,0.35,2.8,164,0.9912,3.09,12,6
6.7,0.3,13.9,131,0.9953,3.36,12,7
7.2,0,0.8,114,0.9932,3.19,9.2,4
6,0.29,1,96,0.9896,3.38,12.3,6
6.8,0.28,1.2,131,0.9889,3.19,13,6
6.8,0.35,2.8,164,0.9912,3.09,12,6
7.4,0.31,1.7,110,0.9926,3.07,10.9,5
8.2,0.29,4.1,100,0.9911,3,12.8,7
7.3,0.24,6.3,231,0.9964,3.36,10,6
6.5,0.12,11.5,165,0.9974,3.22,9,5
7.1,0.4,1.5,84,0.9944,3.42,10.4,5
6.5,0.12,11.5,165,0.9974,3.22,9,5
7.3,0.24,6.3,231,0.9964,3.36,10,6
7.3,0.23,6.3,240,0.9963,3.36,10,6
7.7,0.24,11.2,167,0.9948,3.12,11.3,7
7.7,0.24,11.2,167,0.9948,3.12,11.3,7
7.4,0.24,15.1,153,0.9953,3.13,12,7
7.7,0.24,11.2,167,0.9948,3.12,11.3,7
7.4,0.24,15.1,153,0.9953,3.13,12,7
6.4,0.3,5.6,160,0.9949,3.6,10.6,6
7.2,0.29,2.2,102,0.992,3.27,11,7
6.5,0.36,11,247,0.9984,3.44,9.3,6
6.9,0.33,1,164,0.9926,3.42,10.5,5
7.2,0.29,2.2,102,0.992,3.27,11,7
8.3,0.45,7.8,139,0.9972,3.33,11.2,6
6.1,0.46,4.7,94,0.991,3.29,12.3,6
7.4,0.2,11.5,157,0.998,3.27,9,5
7.6,0.58,7.9,180,0.9966,3.07,9,5
7.4,0.2,11.5,157,0.998,3.27,9,5
8.7,0.57,17.8,243,1.0007,2.98,9,5
7,0.25,1.7,189,0.992,3.25,11.4,6
7.1,0.25,1.6,181,0.9925,3.2,11,7
6.1,0.46,4.7,94,0.991,3.29,12.3,6
6.4,0.31,1.6,127,0.9934,3.6,10.4,7
8.3,0.39,2.4,107,0.9955,3.28,10.3,5
6.8,0.35,6.4,172,0.9944,3.29,10.5,7
8,0.28,14,197,0.9981,3.14,9.8,6
8.9,0.34,1.6,176,0.9946,3.14,9.7,5
8.9,0.34,1.4,171,0.9946,3.13,9.7,5
8,0.28,14,197,0.9981,3.14,9.8,6
6.7,0.19,4.7,161,0.9946,3.32,10.5,6
7.8,0.28,10.2,186,0.997,3.14,10,6
6.6,0.3,7.8,202,0.9958,3.24,9.5,5
7.1,0.3,2.4,122,0.994,3.43,10.5,6
7.6,0.25,13.9,199,0.9984,3.34,9.8,6
6.9,0.28,13.8,137,0.9948,3.1,11.6,6
7.4,0.27,7.3,144,0.9932,3.15,11.8,7
8.2,0.28,8.5,140,0.9952,3.04,10.1,7
6.3,0.21,1.8,163,0.9924,3.31,10.3,6
7,0.22,5.1,168,0.9945,3.34,10.4,6
5.8,0.2,16.05,166,0.9976,3.09,8.9,5
5.8,0.2,16.05,166,0.9976,3.09,8.9,5
7.9,0.31,7.35,154,0.9938,3.06,10.8,5
6.6,0.38,16.05,165,0.9997,3.38,9.2,5
8,0.3,2,140,0.994,3.18,9.6,6
8,0.36,1.2,78,0.9921,3.08,10.4,6
8,0.26,14,248,0.9986,3.03,8.7,6
7.2,0.61,16.2,103,0.9987,3.06,9.2,6
7.7,0.42,14.3,213,0.9991,3.18,9.2,5
7.2,0.61,16.2,103,0.9987,3.06,9.2,6
7.7,0.42,14.3,213,0.9991,3.18,9.2,5
7.7,0.42,14.3,213,0.9991,3.18,9.2,5
6.4,0.32,7.9,124,0.9948,3.4,10.2,5
7.2,0.61,16.2,103,0.9987,3.06,9.2,6
7,0.02,1,107,0.993,3.2,9,5
7.3,0.41,13.6,178,0.9988,3.37,9.7,5
7.2,0.4,17.85,185,1,3.34,9.6,5
7.6,0.4,1.3,112,0.9932,3.14,10,5
7.7,0.42,14.3,213,0.9991,3.18,9.2,5
7.6,0.41,13.7,197,0.9989,3.18,9.1,5
6.8,0.31,18.3,142,1,3.3,8.7,5
6.8,0.31,18.3,142,1,3.3,8.7,5
6.8,0.44,6.5,161,0.9952,3.14,9.5,5
7.9,0.33,10.3,212,0.9969,2.93,9.5,6
7.5,0.67,8.1,166,0.9966,2.9,8.9,6
7.5,0.67,8.1,166,0.9966,2.9,8.9,6
7.2,0.41,8.6,89,0.9976,3.29,9.9,6
6.7,0.31,1.9,104,0.99,3.29,12.6,7
7.4,0.3,7.9,118,0.9942,2.96,10.4,5
8.8,0.35,10.7,183,0.9984,2.93,9.1,6
7.8,0.27,1.2,106,0.9932,3.01,10.4,5
7.9,0.33,10.3,212,0.9969,2.93,9.5,6
7.5,0.67,8.1,166,0.9966,2.9,8.9,6
6,0.35,1.9,120,0.9933,3.16,10.6,5
7.9,0.3,2.7,158,0.9916,3.12,12,7
7.2,0.36,5.7,98,0.9914,2.93,12.5,7
7.6,0.34,9.3,126,0.9966,3.21,9.6,5
6.6,0.36,8.1,180,0.9958,3.08,9.2,5
7.1,0.26,1.3,71,0.9926,3.04,9.9,6
7.9,0.27,8.5,112,0.9939,2.96,11.7,6
8.3,0.3,2.1,153,0.9953,3.09,9.6,6
6.8,0.3,3.5,135,0.9906,3,12,6
7.2,0.36,5.7,98,0.9914,2.93,12.5,7
6.6,0.36,8.1,180,0.9958,3.08,9.2,5
7.1,0.26,1.3,71,0.9926,3.04,9.9,6
6.6,0.29,14.4,177,0.9991,3.17,8.9,6
7.3,0.5,13.7,189,0.9994,3.24,9,6
8.1,0.33,11.1,158,0.9976,3.03,10.2,7
7.6,0.34,9.3,126,0.9966,3.21,9.6,5
7,0.19,4.9,127,0.9953,3.29,9.4,5
8.2,0.27,1.7,59,0.9923,2.97,10.4,5
7.6,0.36,1.6,106,0.993,3.15,10.4,4
7.1,0.28,1.6,169,0.9926,3.05,10.5,5
7,0.32,6.8,193,0.9938,3.23,11.4,6
8.8,0.33,9.7,172,0.9966,3.08,10.2,5
9.2,0.34,10.5,228,0.9974,3.04,10.4,6
7.2,0.65,8.3,182,0.9964,3,9.2,5
6.8,0.36,1.6,87,0.9924,3.23,10.3,6
8.8,0.33,9.7,172,0.9966,3.08,10.2,5
9.2,0.34,10.5,228,0.9974,3.04,10.4,6
7.3,0.27,4.6,172,0.9938,3.23,11.1,7
7.2,0.35,1.2,84,0.9928,3.33,9.9,5
6.8,0.32,7.6,143,0.9959,3.14,9,5
8.3,0.57,15,256,1.0001,2.93,8.6,5
6.8,0.32,7.6,143,0.9959,3.14,9,5
8.3,0.57,15,256,1.0001,2.93,8.6,5
6.3,0.44,11.6,195,0.9968,3.18,9.5,5
6,0.42,1.1,197,0.9932,3.02,9,5
8.1,0.3,7.8,152,0.9954,2.99,10,6
6.4,0.32,12,158,0.9992,3.6,9,6
5.7,0.42,1.1,197,0.9932,3.02,9,5
7.2,0.31,1.4,135,0.9939,3.34,10.2,7
6.7,0.44,6.7,160,0.9952,3.04,9.6,5
8,0.13,17.2,219,0.9996,2.96,9.7,5
8.1,0.36,8.2,142,0.9925,3.01,13,7
8.1,0.38,4.3,172,0.996,3.37,10.8,6
8,0.13,17.2,219,0.9996,2.96,9.7,5
6.4,0.28,11.1,169,0.9973,2.89,9,5
7.2,0.33,1.1,63,0.9937,3.37,9.9,5
7,0.32,7.2,89,0.9966,3.29,9.2,6
7.4,0.55,16.6,238,1.0017,2.96,8.7,6
8.5,0.31,1,91,0.993,2.79,10.1,5
8.5,0.31,1,91,0.993,2.79,10.1,5
8.2,0.48,1.4,99,0.9958,3.17,9.9,5
7.4,0.55,16.6,238,1.0017,2.96,8.7,6
6.8,0.42,6.9,173,0.9958,3.19,9,5
6.8,0.28,13.3,163,0.9979,3.03,8.6,6
7.4,0.3,8.1,114,0.9941,3.12,10.5,6
8,0.35,9.2,186,0.997,3.09,9.5,7
7.6,0.31,1.4,142,0.9934,3.43,10.1,6
6.3,0.3,3.2,164,0.9927,3.53,11.7,7
8.3,0.43,2.5,116,0.9944,3.23,10.7,6
6.3,0.3,3.2,164,0.9927,3.53,11.7,7
7.6,0.26,4.5,133,0.9963,3.15,9.2,5
7.5,0.26,18.35,139,1.0011,3.17,8.8,5
7.5,0.26,18.35,139,1.0011,3.17,8.8,5
6.8,0.35,7.8,197,0.9959,3.24,9.5,6
6.8,0.37,7,208,0.9973,3.57,10.2,5
8.4,0.27,6.3,143,0.9966,3.25,9.1,6
7.9,0.26,1.2,103,0.9932,3.19,10.5,6
7.5,0.5,12.8,184,0.9984,3.09,9,6
7.6,0.3,14.2,212.5,0.999,3.14,8.9,8
7.6,0.3,14.2,212.5,0.999,3.14,8.9,8
7.6,0.3,14.2,212.5,0.999,3.14,8.9,8
7.6,0.3,14.2,212.5,0.999,3.14,8.9,8
7.6,0.3,14.2,212.5,0.999,3.14,8.9,8
8.1,0.58,16.65,181,1.0006,3.2,9.1,6
7.6,0.41,1.9,151,0.9937,3.2,10.1,6
8.1,0.28,7.7,176,0.9954,3.12,10,5
8,0.32,10.4,201,0.997,3.11,9.5,6
7.1,0.3,3.3,102,0.9912,3.08,12.3,7
6.4,0.27,1.1,110,0.9939,3.24,9.1,4
7.6,0.3,14.2,212.5,0.999,3.14,8.9,8
7,0.28,6.3,103,0.9957,3.5,9.6,5
7.4,0.22,5.25,180,0.9926,3.13,11.6,6
7,0.33,14.6,168,0.9994,3.34,8.8,6
8.4,0.38,11.8,170,1.0004,3.34,8.9,6
7,0.33,14.6,168,0.9994,3.34,8.8,6
8.4,0.38,11.8,170,1.0004,3.34,8.9,6
8.4,0.38,11.8,170,1.0004,3.34,8.9,6
7.3,0.31,17.3,197,1.0002,3.13,9,6
6.8,0.09,1.4,145,0.9922,3.19,10,5
6.7,0.08,1.3,147,0.9922,3.18,10,5
7.6,0.35,1.6,154,0.9934,3.36,11.1,6
7.4,0.22,5.25,180,0.9926,3.13,11.6,6
7.4,0.31,2.4,178,0.9941,3.42,10.6,6
7,0.33,14.6,168,0.9994,3.34,8.8,6
8.4,0.38,11.8,170,1.0004,3.34,8.9,6
5.6,0.31,1.5,84,0.9924,3.34,10.1,6
7.2,0.39,1.8,159,0.9948,3.52,10,5
8,0.33,7.7,98,0.9935,3.18,12.2,7
7,0.56,2,95,0.9918,3.23,11,6
7.2,0.39,1.8,159,0.9948,3.52,10,5
6.8,0.46,1.4,160,0.9924,3.37,11.1,5
6.6,0.22,16.7,133,0.9979,3.22,10.4,6
9,0.3,8.1,71,0.993,2.94,11.8,5
6.9,0.39,8,84,0.994,3.11,10.8,6
6.3,0.33,4.7,110,0.991,3.3,12.5,7
9,0.3,8.1,71,0.993,2.94,11.8,5
7,0.34,2.1,136,0.9922,3.25,11.6,7
6.6,0.22,16.7,133,0.9979,3.22,10.4,6
7.7,0.34,6.4,163,0.9937,3.19,11.5,6
6.3,0.28,1.5,142,0.9928,3.23,10.1,6
7.6,0.39,7.6,215,0.9965,3.11,9.2,6
6.3,0.28,1.5,142,0.9928,3.23,10.1,6
6.9,0.15,8.1,180,0.9958,3.13,8.9,5
8.9,0.34,7.1,150,0.9962,3.1,9.7,6
7.6,0.39,7.6,215,0.9965,3.11,9.2,6
7.6,0.26,6.5,160,0.9944,3.14,10.7,5
6.5,0.2,1.4,101,0.9916,3.24,10.8,6
7.2,0.33,12.7,183,0.9987,3.41,9.8,5
7.9,0.36,1.6,124,0.9928,3.25,11,5
8.8,0.28,1.1,72,0.9926,2.97,10.4,5
7.6,0.26,6.5,160,0.9944,3.14,10.7,5
5.5,0.27,4.6,104,0.9949,3.34,9,5
8.7,0.35,0.6,71,0.9926,3.08,10.6,5
6.7,0.45,10.6,212,0.997,3.22,9.5,6
5.5,0.27,4.6,104,0.9949,3.34,9,5
5.6,0.27,4.8,104,0.9948,3.34,9.2,6
7.4,0.34,2.7,107,0.992,2.97,11,6
5.7,0.04,12.6,115,0.9964,3.28,9.9,6
8.7,0.35,0.6,71,0.9926,3.08,10.6,5
8.3,0.43,9.2,126,0.9982,3.38,9.3,5
6.8,0.44,6.6,156,0.9955,3.14,9.6,5
6.8,0.44,7,155,0.9955,3.14,9.5,5
6.3,0.24,8.45,172,0.9958,3.39,9.7,7
6.8,0.27,18.15,146,1.0001,3.3,8.7,5
6.8,0.27,18.15,146,1.0001,3.3,8.7,5
8.6,0.29,4.1,101,0.9918,3.01,12.4,5
8.6,0.29,4.1,101,0.9918,3.01,12.4,5
7.3,0.29,4.6,155,0.9931,3.07,10.6,6
6.8,0.27,18.15,146,1.0001,3.3,8.7,5
6.7,0.31,4.9,151,0.9926,3.36,12,7
7.3,0.37,8.3,227,0.9966,3.12,9,5
5.7,0.46,1.4,169,0.9932,3.13,8.8,5
6.8,0.44,11.5,223,0.9969,3.22,9.5,5
6.7,0.33,1.8,96,0.9925,3.32,10.8,6
6.9,0.25,1.6,132,0.9914,3.16,11.4,5
7.6,0.36,2.4,123,0.996,3.6,10.3,5
6.6,0.28,4.9,180,0.9952,3.3,9.5,6
7.8,0.28,1.8,127,0.9934,3.15,9.9,5
7.7,0.29,4.3,142,0.9939,3.16,10.2,5
7.6,0.29,4.4,146,0.9939,3.16,10.2,5
5.7,0.18,1.4,104,0.9906,3.44,11,6
7.1,0.25,1.6,126,0.9901,3.22,12.1,7
7.3,0.3,1.3,173,0.9948,3.26,9.1,6
6.5,0.26,5.2,140,0.995,3.26,9.5,6
6.6,0.27,5.6,164,0.9953,3.27,9.5,5
6.6,0.29,5.3,189,0.9953,3.31,9.8,5
6.6,0.28,4.9,180,0.9952,3.3,9.5,6
7.6,0.36,2.4,123,0.996,3.6,10.3,5
6.8,0.32,1.6,124,0.9948,3.3,9.6,5
7,0.39,2.1,198,0.9951,3.52,10.2,6
7.4,0.32,7.1,117,0.9962,3.32,10.4,4
6.8,0.32,1.6,124,0.9948,3.3,9.6,5
7.5,0.14,10.7,95,0.9959,3.22,10.7,5
7.5,0.32,11.1,119,0.9962,3.15,10.5,6
7.9,0.32,1.6,150,0.9948,3.29,9.6,6
7.9,0.32,1.6,150,0.9948,3.29,9.6,6
8.2,0.32,1.5,101,0.994,3.14,9.5,5
8.3,0.31,1.5,153,0.9942,3.12,9.4,6
8.7,0.3,1.6,130,0.9942,3.22,9.8,6
7.9,0.32,1.6,150,0.9948,3.29,9.6,6
7.2,0.19,8,172,0.9964,3.16,9.2,5
7.2,0.19,7.7,176,0.9958,3.17,9.5,5
6.6,0.53,15.1,136,0.9986,2.94,9.4,5
6.6,0.53,15.1,136,0.9986,2.94,9.4,5
8.4,0.4,8.9,146,0.9988,3.4,9.3,5
6.8,0.34,6,129,0.9953,3.19,9.1,5
6.7,0.33,12.3,145,0.9983,3.36,9.5,5
7.4,0.36,13.1,163,1,3.42,9.1,6
6,0.3,6.7,153,0.9951,3.63,10.6,5
6.7,0.33,12.3,145,0.9983,3.36,9.5,5
6.8,0.35,2.3,85,0.9906,3.19,12.4,6
6.2,0.3,11.1,237,0.9981,3.18,8.7,5
6,0.15,1.5,128,0.9936,3.12,8.8,5
6,0.3,6.7,153,0.9951,3.63,10.6,5
6.8,0.34,6,129,0.9953,3.19,9.1,5
8.5,0.47,15.2,234,1.0005,3.02,9,5
8.1,0.33,10.2,141,0.9972,3.16,10.3,6
7.4,0.36,13.1,163,1,3.42,9.1,6
7.7,0.31,10.7,186,0.9969,3.12,9.5,6
6.5,0.25,17.1,138,1.0001,3.3,8.8,5
6.5,0.25,17.1,138,1.0001,3.3,8.8,5
6.5,0.25,17.1,138,1.0001,3.3,8.8,5
5.7,0.15,1.9,93,0.9934,3.38,9.9,5
7.7,0.31,10.7,186,0.9969,3.12,9.5,6
6.5,0.25,17.1,138,1.0001,3.3,8.8,5
6.8,0.27,1.2,68,0.9902,3.14,11.7,4
7.7,0.32,1.2,117,0.993,3.21,10.8,5
6.4,0.32,3.1,126,0.9914,3.43,12,6
8,0.36,1.5,122,0.9941,3.2,10.3,4
6.8,0.27,10.7,154,0.9967,3.05,9,5
7.7,0.28,4.9,109,0.9918,3.19,12.2,7
6.9,0.33,12.6,173,0.998,3.39,9.9,5
6.8,0.27,10.7,154,0.9967,3.05,9,5
7.7,0.28,4.9,109,0.9918,3.19,12.2,7
6,0.22,12.15,163,0.9957,3.2,10.1,5
6.5,0.28,12,174,0.9986,3.31,9.3,5
5.9,0.05,2.6,146,0.9948,3.43,9.2,6
6.8,0.39,1.4,115,0.9918,3.27,11.7,5
7,0.24,1.9,144,0.9923,3.35,11,5
7.1,0.32,16.9,158,0.9998,3.37,9.6,6
7.1,0.32,16.9,158,0.9998,3.37,9.6,6
8.3,0.27,2.1,162,0.9914,2.99,11.9,6
6.8,0.32,7,118,0.9939,3.25,10.8,6
7.2,0.26,7.1,224,0.9966,3.38,10.1,5
7.9,0.36,5.9,132,0.995,3.25,10.9,6
7.2,0.26,7.1,224,0.9966,3.38,10.1,5
5.5,0.32,8.7,102,0.994,3.27,10.4,5
7.1,0.64,13.2,105,0.9972,3.05,9.2,5
7.7,0.35,15.3,117,0.9998,3.27,9.6,5
7.7,0.35,15.3,117,0.9998,3.27,9.6,5
7.5,0.52,13.2,179,0.9982,3.1,9,5
6.5,0.32,2.7,89,0.9924,3.4,11.5,7
8.2,0.32,10.65,145,0.9972,3.17,10.2,6
7.2,0.31,10,165,0.997,3.4,9.9,6
7.2,0.3,6.8,105,0.9954,3.44,9.6,6
6.4,0.2,15.6,142,0.9962,3.1,10.6,5
7.1,0.64,13.2,105,0.9972,3.05,9.2,5
6.8,0.34,5.1,99,0.9921,3.24,11.8,6
7,0.34,3,102,0.9905,3.18,12.2,6
7.7,0.35,15.3,117,0.9998,3.27,9.6,5
7,0.33,2.1,76,0.993,3.2,10.6,6
7.5,0.39,1.9,91,0.9941,3.27,10.3,6
7.8,0.33,8.75,181,0.9962,3.11,10.7,5
7.9,0.32,3.6,76,0.992,3.05,11.7,4
8.5,0.27,4.7,92,0.9922,3.01,12,6
7.4,0.27,1.3,105,0.994,3.52,10.6,6
6.3,0.37,1.8,61,0.9897,3.3,12.2,4
6,0.38,9.7,124,0.9954,3.47,11,6
6.8,0.28,4,79,0.99,3.23,12.4,7
8.5,0.27,4.7,92,0.9922,3.01,12,6
8.4,0.28,18.8,130,0.998,2.96,11.6,5
7,0.31,1.8,162,0.9944,3.18,9.4,5
7,0.31,1.8,162,0.9944,3.18,9.4,5
7.4,0.3,12.8,229,0.9986,3.14,9.1,7
7.4,0.3,12.8,229,0.9986,3.14,9.1,7
7.4,0.3,12.8,229,0.9986,3.14,9.1,7
7.4,0.3,12.8,229,0.9986,3.14,9.1,7
7.4,0.3,12.8,229,0.9986,3.14,9.1,7
6.9,0.13,7.8,117,0.996,3.23,9.2,5
7.6,0.58,16.75,163,0.9999,3.15,9.2,5
7.4,0.3,12.8,229,0.9986,3.14,9.1,7
7.4,0.3,12.8,212,0.9986,3.14,9.1,7
6.9,0.13,7.8,117,0.996,3.23,9.2,5
6,0.24,5.4,126,0.9951,3.25,9,7
7.6,0.58,16.75,163,0.9999,3.15,9.2,5
7.7,0.31,1.3,106,0.993,3.22,10.8,6
8,0.43,10.1,146,0.9982,3.4,9.5,6
7.4,0.25,3.8,114,0.992,3.11,11,6
6.6,0.27,10.9,146,0.9963,3.24,10,5
6.3,0.24,6.6,141,0.995,3.22,9.5,5
6.4,0.24,9.8,109,0.9956,3.29,10.1,6
7.5,0.31,11.7,94,0.997,3.19,9.5,7
6.8,0.18,1.4,137,0.9935,3.11,9.5,5
6.4,0.32,9.6,90,0.9963,3.35,9.4,6
7.1,0.32,12.2,125,0.9967,2.92,9.4,6
7.6,0.42,2.6,110,0.9912,3.31,12.7,6
9.2,0.35,10.7,145,0.9981,3.09,9.7,5
7.9,0.41,4.9,153,0.9966,3.27,9.7,6
7.1,0.32,12.2,125,0.9967,2.92,9.4,6
6.4,0.32,9.6,90,0.9963,3.35,9.4,6
6.8,0.18,1.4,137,0.9935,3.11,9.5,5
7,0.26,1.1,71,0.9902,3.1,11.7,6
7.3,0.29,1,101,0.99,3.09,11.7,6
7.1,0.19,8.2,187,0.996,3.16,9.7,5
6.6,0.42,11.3,231,0.9966,3.24,9.5,6
